Tournament,Stage,Match Type,Match Name,Map,Team A,Team A Score,Team A Attacker Score,Team A Defender Score,Team A Overtime Score,Team B,Team B Score,Team B Attacker Score,Team B Defender Score,Team B Overtime Score,Duration,tournament
VCT 2025: Pacific Stage 2,Group Stage,Week 1,Rex Regum Qeon vs Gen.G,Haven,Rex Regum Qeon,13,4,9,,Gen.G,11,3,8,,55:40,vct_2025
VCT 2025: Pacific Stage 2,Group Stage,Week 1,Rex Regum Qeon vs Gen.G,Sunset,Rex Regum Qeon,13,7,6,,Gen.G,6,1,5,,52:02,vct_2025
VCT 2025: Pacific Stage 2,Group Stage,Week 2,Gen.G vs Global Esports,Icebox,Gen.G,3,1,2,,Global Esports,13,2,11,,51:16,vct_2025
VCT 2025: Pacific Stage 2,Group Stage,Week 2,Gen.G vs Global Esports,Haven,Gen.G,13,11,2,,Global Esports,3,2,1,,38:00,vct_2025
VCT 2025: Pacific Stage 2,Group Stage,Week 2,Gen.G vs Global Esports,Corrode,Gen.G,13,9,4,,Global Esports,7,4,3,,49:30,vct_2025
VCT 2025: Pacific Stage 2,Group Stage,Week 2,TALON vs DetonatioN FocusMe,Corrode,TALON,13,5,8,,DetonatioN FocusMe,9,2,7,,50:13,vct_2025
VCT 2025: Pacific Stage 2,Group Stage,Week 2,TALON vs DetonatioN FocusMe,Icebox,TALON,8,7,1,,DetonatioN FocusMe,13,8,5,,49:18,vct_2025
VCT 2025: Pacific Stage 2,Group Stage,Week 2,TALON vs DetonatioN FocusMe,Sunset,TALON,9,6,3,,DetonatioN FocusMe,13,7,6,,58:39,vct_2025
VCT 2025: Pacific Stage 2,Group Stage,Week 2,T1 vs ZETA DIVISION,Corrode,T1,13,8,5,,ZETA DIVISION,8,4,4,,1:13:36,vct_2025
VCT 2025: Pacific Stage 2,Group Stage,Week 2,T1 vs ZETA DIVISION,Sunset,T1,13,9,4,,ZETA DIVISION,6,3,3,,36:01,vct_2025
VCT 2025: Pacific Stage 2,Group Stage,Week 2,Rex Regum Qeon vs Nongshim RedForce,Corrode,Rex Regum Qeon,11,6,5,,Nongshim RedForce,13,7,6,,54:18,vct_2025
VCT 2025: Pacific Stage 2,Group Stage,Week 2,Rex Regum Qeon vs Nongshim RedForce,Haven,Rex Regum Qeon,13,8,5,,Nongshim RedForce,8,4,4,,44:12,vct_2025
VCT 2025: Pacific Stage 2,Group Stage,Week 2,Rex Regum Qeon vs Nongshim RedForce,Icebox,Rex Regum Qeon,13,9,4,,Nongshim RedForce,3,0,3,,38:09,vct_2025
VCT 2025: Pacific Stage 2,Group Stage,Week 2,DRX vs Team Secret,Corrode,DRX,13,10,3,,Team Secret,4,2,2,,38:24,vct_2025
VCT 2025: Pacific Stage 2,Group Stage,Week 2,DRX vs Team Secret,Icebox,DRX,13,9,4,,Team Secret,4,1,3,,59:02,vct_2025
VCT 2025: Pacific Stage 2,Group Stage,Week 2,BOOM Esports vs Paper Rex,Bind,BOOM Esports,8,3,5,,Paper Rex,13,4,9,,55:27,vct_2025
VCT 2025: Pacific Stage 2,Group Stage,Week 2,BOOM Esports vs Paper Rex,Lotus,BOOM Esports,10,3,7,,Paper Rex,13,4,9,,46:58,vct_2025
VCT 2025: Pacific Stage 2,Group Stage,Week 3,Gen.G vs Team Secret,Lotus,Gen.G,13,10,3,,Team Secret,3,1,2,,55:35,vct_2025
VCT 2025: Pacific Stage 2,Group Stage,Week 3,Gen.G vs Team Secret,Ascent,Gen.G,13,9,4,,Team Secret,8,5,3,,43:31,vct_2025
VCT 2025: Pacific Stage 2,Group Stage,Week 3,TALON vs T1,Corrode,TALON,13,9,4,,T1,10,7,3,,58:28,vct_2025
VCT 2025: Pacific Stage 2,Group Stage,Week 3,TALON vs T1,Lotus,TALON,13,8,5,,T1,6,2,4,,40:24,vct_2025
VCT 2025: Pacific Stage 2,Group Stage,Week 3,BOOM Esports vs DetonatioN FocusMe,Lotus,BOOM Esports,10,6,4,,DetonatioN FocusMe,13,7,6,,1:11:25,vct_2025
VCT 2025: Pacific Stage 2,Group Stage,Week 3,BOOM Esports vs DetonatioN FocusMe,Corrode,BOOM Esports,2,1,1,,DetonatioN FocusMe,13,2,11,,34:05,vct_2025
VCT 2025: Pacific Stage 2,Group Stage,Week 3,Rex Regum Qeon vs DRX,Bind,Rex Regum Qeon,12,6,6,0.0,DRX,14,6,6,2.0,1:09:59,vct_2025
VCT 2025: Pacific Stage 2,Group Stage,Week 3,Rex Regum Qeon vs DRX,Ascent,Rex Regum Qeon,7,5,2,,DRX,13,6,7,,45:36,vct_2025
VCT 2025: Pacific Stage 2,Group Stage,Week 3,Nongshim RedForce vs Global Esports,Corrode,Nongshim RedForce,13,9,4,,Global Esports,7,4,3,,59:51,vct_2025
VCT 2025: Pacific Stage 2,Group Stage,Week 3,Nongshim RedForce vs Global Esports,Bind,Nongshim RedForce,13,8,5,,Global Esports,8,4,4,,49:16,vct_2025
VCT 2025: Pacific Stage 2,Group Stage,Week 3,Paper Rex vs ZETA DIVISION,Lotus,Paper Rex,9,5,4,,ZETA DIVISION,13,6,7,,53:05,vct_2025
VCT 2025: Pacific Stage 2,Group Stage,Week 3,Paper Rex vs ZETA DIVISION,Sunset,Paper Rex,7,3,4,,ZETA DIVISION,13,4,9,,41:16,vct_2025
VCT 2025: Pacific Stage 2,Group Stage,Week 4,Gen.G vs Nongshim RedForce,Lotus,Gen.G,9,5,4,,Nongshim RedForce,13,6,7,,1:08:02,vct_2025
VCT 2025: Pacific Stage 2,Group Stage,Week 4,Gen.G vs Nongshim RedForce,Ascent,Gen.G,12,5,7,0.0,Nongshim RedForce,14,5,7,2.0,59:37,vct_2025
VCT 2025: Pacific Stage 2,Group Stage,Week 4,TALON vs Paper Rex,Bind,TALON,11,6,5,,Paper Rex,13,7,6,,56:01,vct_2025
VCT 2025: Pacific Stage 2,Group Stage,Week 4,TALON vs Paper Rex,Icebox,TALON,14,7,5,2.0,Paper Rex,16,7,5,4.0,1:02:47,vct_2025
VCT 2025: Pacific Stage 2,Group Stage,Week 4,DRX vs Global Esports,Lotus,DRX,13,5,8,,Global Esports,10,3,7,,1:09:03,vct_2025
VCT 2025: Pacific Stage 2,Group Stage,Week 4,DRX vs Global Esports,Icebox,DRX,13,7,6,,Global Esports,10,5,5,,55:13,vct_2025
VCT 2025: Pacific Stage 2,Group Stage,Week 4,BOOM Esports vs ZETA DIVISION,Lotus,BOOM Esports,15,7,5,3.0,ZETA DIVISION,13,7,5,1.0,1:07:11,vct_2025
VCT 2025: Pacific Stage 2,Group Stage,Week 4,BOOM Esports vs ZETA DIVISION,Corrode,BOOM Esports,9,3,6,,ZETA DIVISION,13,4,9,,52:28,vct_2025
VCT 2025: Pacific Stage 2,Group Stage,Week 4,BOOM Esports vs ZETA DIVISION,Ascent,BOOM Esports,8,6,2,,ZETA DIVISION,13,7,6,,46:52,vct_2025
VCT 2025: Pacific Stage 2,Group Stage,Week 4,Rex Regum Qeon vs Team Secret,Ascent,Rex Regum Qeon,13,9,3,1.0,Team Secret,15,9,3,3.0,1:19:12,vct_2025
VCT 2025: Pacific Stage 2,Group Stage,Week 4,Rex Regum Qeon vs Team Secret,Icebox,Rex Regum Qeon,13,12,1,,Team Secret,4,4,0,,38:34,vct_2025
VCT 2025: Pacific Stage 2,Group Stage,Week 4,Rex Regum Qeon vs Team Secret,Sunset,Rex Regum Qeon,13,9,4,,Team Secret,3,0,3,,36:33,vct_2025
VCT 2025: Pacific Stage 2,Group Stage,Week 4,T1 vs DetonatioN FocusMe,Sunset,T1,13,9,4,,DetonatioN FocusMe,6,3,3,,44:37,vct_2025
VCT 2025: Pacific Stage 2,Group Stage,Week 4,T1 vs DetonatioN FocusMe,Haven,T1,13,8,5,,DetonatioN FocusMe,9,5,4,,47:41,vct_2025
VCT 2025: Pacific Stage 2,Playoffs,Upper Round 1,TALON vs Nongshim RedForce,Lotus,TALON,13,10,3,,Nongshim RedForce,5,3,2,,1:05:20,vct_2025
VCT 2025: Pacific Stage 2,Playoffs,Upper Round 1,TALON vs Nongshim RedForce,Corrode,TALON,16,5,7,4.0,Nongshim RedForce,14,5,7,2.0,1:09:09,vct_2025
VCT 2025: Pacific Stage 2,Playoffs,Upper Round 1,Rex Regum Qeon vs T1,Bind,Rex Regum Qeon,9,5,4,,T1,13,6,7,,59:11,vct_2025
VCT 2025: Pacific Stage 2,Playoffs,Upper Round 1,Rex Regum Qeon vs T1,Haven,Rex Regum Qeon,13,7,6,,T1,7,2,5,,44:12,vct_2025
VCT 2025: Pacific Stage 2,Playoffs,Upper Round 1,Rex Regum Qeon vs T1,Sunset,Rex Regum Qeon,8,6,2,,T1,13,7,6,,40:29,vct_2025
VCT 2025: Pacific Stage 2,Playoffs,Upper Semifinals,DRX vs TALON,Bind,DRX,13,8,5,,TALON,11,7,4,,1:13:31,vct_2025
VCT 2025: Pacific Stage 2,Playoffs,Upper Semifinals,DRX vs TALON,Haven,DRX,9,3,6,,TALON,13,4,9,,47:55,vct_2025
VCT 2025: Pacific Stage 2,Playoffs,Upper Semifinals,DRX vs TALON,Lotus,DRX,7,4,3,,TALON,13,5,8,,45:31,vct_2025
VCT 2025: Pacific Stage 2,Playoffs,Upper Semifinals,Paper Rex vs T1,Sunset,Paper Rex,13,7,6,,T1,8,3,5,,48:42,vct_2025
VCT 2025: Pacific Stage 2,Playoffs,Upper Semifinals,Paper Rex vs T1,Bind,Paper Rex,13,8,5,,T1,6,2,4,,41:27,vct_2025
VCT 2025: Pacific Stage 2,Playoffs,Lower Round 1,Nongshim RedForce vs DetonatioN FocusMe,Lotus,Nongshim RedForce,13,8,5,,DetonatioN FocusMe,6,2,4,,54:16,vct_2025
VCT 2025: Pacific Stage 2,Playoffs,Lower Round 1,Nongshim RedForce vs DetonatioN FocusMe,Ascent,Nongshim RedForce,13,3,10,,DetonatioN FocusMe,10,1,9,,48:39,vct_2025
VCT 2025: Pacific Stage 2,Playoffs,Lower Round 1,Rex Regum Qeon vs Gen.G,Haven,Rex Regum Qeon,10,5,5,,Gen.G,13,6,7,,58:40,vct_2025
VCT 2025: Pacific Stage 2,Playoffs,Lower Round 1,Rex Regum Qeon vs Gen.G,Sunset,Rex Regum Qeon,13,2,11,,Gen.G,11,1,10,,55:16,vct_2025
VCT 2025: Pacific Stage 2,Playoffs,Lower Round 1,Rex Regum Qeon vs Gen.G,Corrode,Rex Regum Qeon,13,7,6,,Gen.G,6,1,5,,41:22,vct_2025
VCT 2025: Pacific Stage 2,Playoffs,Lower Round 2,T1 vs Nongshim RedForce,Ascent,T1,13,5,8,,Nongshim RedForce,9,2,7,,48:51,vct_2025
VCT 2025: Pacific Stage 2,Playoffs,Lower Round 2,T1 vs Nongshim RedForce,Lotus,T1,13,10,3,,Nongshim RedForce,6,4,2,,59:31,vct_2025
VCT 2025: Pacific Stage 2,Playoffs,Lower Round 2,DRX vs Rex Regum Qeon,Icebox,DRX,7,4,3,,Rex Regum Qeon,13,5,8,,52:55,vct_2025
VCT 2025: Pacific Stage 2,Playoffs,Lower Round 2,DRX vs Rex Regum Qeon,Corrode,DRX,9,6,3,,Rex Regum Qeon,13,7,6,,51:15,vct_2025
VCT 2025: Pacific Stage 2,Playoffs,Upper Final,TALON vs Paper Rex,Haven,TALON,11,6,5,,Paper Rex,13,7,6,,1:06:38,vct_2025
VCT 2025: Pacific Stage 2,Playoffs,Upper Final,TALON vs Paper Rex,Bind,TALON,7,4,3,,Paper Rex,13,5,8,,34:07,vct_2025
VCT 2025: Pacific Stage 2,Playoffs,Lower Round 3,T1 vs Rex Regum Qeon,Sunset,T1,13,9,4,,Rex Regum Qeon,11,8,3,,53:19,vct_2025
VCT 2025: Pacific Stage 2,Playoffs,Lower Round 3,T1 vs Rex Regum Qeon,Haven,T1,13,7,5,1.0,Rex Regum Qeon,15,7,5,3.0,1:01:35,vct_2025
VCT 2025: Pacific Stage 2,Playoffs,Lower Round 3,T1 vs Rex Regum Qeon,Ascent,T1,7,3,4,,Rex Regum Qeon,13,4,9,,49:16,vct_2025
VCT 2025: Pacific Stage 2,Showmatch,Main Event,Team World vs Glory Once Again,Corrode,Team World,13,9,4,,Glory Once Again,8,5,3,,1:00:55,vct_2025
VCT 2025: Pacific Stage 2,Playoffs,Lower Final,TALON vs Rex Regum Qeon,Bind,TALON,13,9,4,,Rex Regum Qeon,4,1,3,,55:59,vct_2025
VCT 2025: Pacific Stage 2,Playoffs,Lower Final,TALON vs Rex Regum Qeon,Haven,TALON,13,8,5,,Rex Regum Qeon,7,3,4,,42:57,vct_2025
VCT 2025: Pacific Stage 2,Playoffs,Lower Final,TALON vs Rex Regum Qeon,Corrode,TALON,10,7,3,,Rex Regum Qeon,13,8,5,,50:39,vct_2025
VCT 2025: Pacific Stage 2,Playoffs,Lower Final,TALON vs Rex Regum Qeon,Icebox,TALON,6,5,1,,Rex Regum Qeon,13,6,7,,46:30,vct_2025
VCT 2025: Pacific Stage 2,Playoffs,Lower Final,TALON vs Rex Regum Qeon,Sunset,TALON,12,4,8,0.0,Rex Regum Qeon,14,4,8,2.0,58:39,vct_2025
VCT 2025: Pacific Stage 2,Playoffs,Grand Final,Paper Rex vs Rex Regum Qeon,Ascent,Paper Rex,13,11,2,,Rex Regum Qeon,7,6,1,,39:41,vct_2025
VCT 2025: Pacific Stage 2,Playoffs,Grand Final,Paper Rex vs Rex Regum Qeon,Lotus,Paper Rex,6,6,0,,Rex Regum Qeon,13,7,6,,42:39,vct_2025
VCT 2025: Pacific Stage 2,Playoffs,Grand Final,Paper Rex vs Rex Regum Qeon,Haven,Paper Rex,13,8,5,,Rex Regum Qeon,7,3,4,,41:43,vct_2025
VCT 2025: Pacific Stage 2,Playoffs,Grand Final,Paper Rex vs Rex Regum Qeon,Bind,Paper Rex,13,9,4,,Rex Regum Qeon,8,5,3,,1:11:07,vct_2025
VCT 2025: China Stage 2,Group Stage,Week 1,EDward Gaming vs Titan Esports Club,Sunset,EDward Gaming,13,9,4,,Titan Esports Club,9,6,3,,58:14,vct_2025
VCT 2025: China Stage 2,Group Stage,Week 1,EDward Gaming vs Titan Esports Club,Corrode,EDward Gaming,13,7,6,,Titan Esports Club,6,1,5,,40:02,vct_2025
VCT 2025: China Stage 2,Group Stage,Week 1,Bilibili Gaming vs TYLOO,Bind,Bilibili Gaming,13,9,4,,TYLOO,5,2,3,,54:01,vct_2025
VCT 2025: China Stage 2,Group Stage,Week 1,Bilibili Gaming vs TYLOO,Lotus,Bilibili Gaming,13,8,5,,TYLOO,9,5,4,,51:21,vct_2025
VCT 2025: China Stage 2,Group Stage,Week 1,All Gamers vs Xi Lai Gaming,Sunset,All Gamers,13,10,3,,Xi Lai Gaming,3,1,2,,,vct_2025
VCT 2025: China Stage 2,Group Stage,Week 1,All Gamers vs Xi Lai Gaming,Lotus,All Gamers,7,4,3,,Xi Lai Gaming,13,5,8,,,vct_2025
VCT 2025: China Stage 2,Group Stage,Week 1,All Gamers vs Xi Lai Gaming,Ascent,All Gamers,3,2,1,,Xi Lai Gaming,13,3,10,,,vct_2025
VCT 2025: China Stage 2,Group Stage,Week 1,Wolves Esports vs FunPlus Phoenix,Sunset,Wolves Esports,5,5,0,,FunPlus Phoenix,13,6,7,,55:01,vct_2025
VCT 2025: China Stage 2,Group Stage,Week 1,Wolves Esports vs FunPlus Phoenix,Corrode,Wolves Esports,7,2,5,,FunPlus Phoenix,13,3,10,,49:28,vct_2025
VCT 2025: China Stage 2,Group Stage,Week 1,Dragon Ranger Gaming vs Nova Esports,Lotus,Dragon Ranger Gaming,13,6,7,,Nova Esports,8,2,6,,53:18,vct_2025
VCT 2025: China Stage 2,Group Stage,Week 1,Dragon Ranger Gaming vs Nova Esports,Icebox,Dragon Ranger Gaming,12,8,4,0.0,Nova Esports,14,8,4,2.0,54:21,vct_2025
VCT 2025: China Stage 2,Group Stage,Week 1,Dragon Ranger Gaming vs Nova Esports,Ascent,Dragon Ranger Gaming,13,7,6,,Nova Esports,5,0,5,,40:51,vct_2025
VCT 2025: China Stage 2,Group Stage,Week 1,JDG Esports vs Trace Esports,Icebox,JDG Esports,7,6,1,,Trace Esports,13,7,6,,1:00:18,vct_2025
VCT 2025: China Stage 2,Group Stage,Week 1,JDG Esports vs Trace Esports,Lotus,JDG Esports,13,8,5,,Trace Esports,4,0,4,,42:05,vct_2025
VCT 2025: China Stage 2,Group Stage,Week 1,JDG Esports vs Trace Esports,Haven,JDG Esports,4,2,2,,Trace Esports,13,3,10,,41:24,vct_2025
VCT 2025: China Stage 2,Group Stage,Week 2,Trace Esports vs TYLOO,Corrode,Trace Esports,7,4,3,,TYLOO,13,5,8,,1:01:04,vct_2025
VCT 2025: China Stage 2,Group Stage,Week 2,Trace Esports vs TYLOO,Bind,Trace Esports,10,4,6,,TYLOO,13,5,8,,55:14,vct_2025
VCT 2025: China Stage 2,Group Stage,Week 2,FunPlus Phoenix vs Nova Esports,Haven,FunPlus Phoenix,6,4,2,,Nova Esports,13,5,8,,59:30,vct_2025
VCT 2025: China Stage 2,Group Stage,Week 2,FunPlus Phoenix vs Nova Esports,Ascent,FunPlus Phoenix,13,6,7,,Nova Esports,8,2,6,,46:48,vct_2025
VCT 2025: China Stage 2,Group Stage,Week 2,FunPlus Phoenix vs Nova Esports,Bind,FunPlus Phoenix,13,10,3,,Nova Esports,6,4,2,,42:26,vct_2025
VCT 2025: China Stage 2,Group Stage,Week 2,All Gamers vs Wolves Esports,Bind,All Gamers,13,10,3,,Wolves Esports,2,0,2,,49:51,vct_2025
VCT 2025: China Stage 2,Group Stage,Week 2,All Gamers vs Wolves Esports,Corrode,All Gamers,13,9,4,,Wolves Esports,4,1,3,,39:04,vct_2025
VCT 2025: China Stage 2,Group Stage,Week 2,JDG Esports vs Bilibili Gaming,Sunset,JDG Esports,7,2,5,,Bilibili Gaming,13,3,10,,56:51,vct_2025
VCT 2025: China Stage 2,Group Stage,Week 2,JDG Esports vs Bilibili Gaming,Ascent,JDG Esports,15,4,8,3.0,Bilibili Gaming,13,4,8,1.0,1:08:29,vct_2025
VCT 2025: China Stage 2,Group Stage,Week 2,JDG Esports vs Bilibili Gaming,Icebox,JDG Esports,4,4,0,,Bilibili Gaming,13,5,8,,39:50,vct_2025
VCT 2025: China Stage 2,Group Stage,Week 2,TYLOO vs Titan Esports Club,Haven,TYLOO,13,10,3,,Titan Esports Club,2,0,2,,46:21,vct_2025
VCT 2025: China Stage 2,Group Stage,Week 2,TYLOO vs Titan Esports Club,Lotus,TYLOO,13,7,6,,Titan Esports Club,10,5,5,,56:22,vct_2025
VCT 2025: China Stage 2,Group Stage,Week 2,Trace Esports vs EDward Gaming,Sunset,Trace Esports,13,7,6,,EDward Gaming,8,3,5,,58:38,vct_2025
VCT 2025: China Stage 2,Group Stage,Week 2,Trace Esports vs EDward Gaming,Bind,Trace Esports,11,6,5,,EDward Gaming,13,7,6,,54:49,vct_2025
VCT 2025: China Stage 2,Group Stage,Week 2,Trace Esports vs EDward Gaming,Icebox,Trace Esports,13,9,4,,EDward Gaming,3,0,3,,37:46,vct_2025
VCT 2025: China Stage 2,Group Stage,Week 2,Dragon Ranger Gaming vs All Gamers,Lotus,Dragon Ranger Gaming,5,3,2,,All Gamers,13,4,9,,51:09,vct_2025
VCT 2025: China Stage 2,Group Stage,Week 2,Dragon Ranger Gaming vs All Gamers,Corrode,Dragon Ranger Gaming,13,9,4,,All Gamers,7,4,3,,44:21,vct_2025
VCT 2025: China Stage 2,Group Stage,Week 2,Dragon Ranger Gaming vs All Gamers,Sunset,Dragon Ranger Gaming,13,5,8,,All Gamers,10,3,7,,51:40,vct_2025
VCT 2025: China Stage 2,Group Stage,Week 2,Xi Lai Gaming vs Wolves Esports,Haven,Xi Lai Gaming,13,6,7,,Wolves Esports,9,3,6,,1:05:28,vct_2025
VCT 2025: China Stage 2,Group Stage,Week 2,Xi Lai Gaming vs Wolves Esports,Lotus,Xi Lai Gaming,13,7,6,,Wolves Esports,8,3,5,,49:45,vct_2025
VCT 2025: China Stage 2,Group Stage,Week 3,Titan Esports Club vs Bilibili Gaming,Bind,Titan Esports Club,9,4,5,,Bilibili Gaming,13,5,8,,1:08:37,vct_2025
VCT 2025: China Stage 2,Group Stage,Week 3,Titan Esports Club vs Bilibili Gaming,Ascent,Titan Esports Club,8,3,5,,Bilibili Gaming,13,4,9,,48:26,vct_2025
VCT 2025: China Stage 2,Group Stage,Week 3,FunPlus Phoenix vs Dragon Ranger Gaming,Haven,FunPlus Phoenix,13,7,6,,Dragon Ranger Gaming,7,2,5,,1:00:15,vct_2025
VCT 2025: China Stage 2,Group Stage,Week 3,FunPlus Phoenix vs Dragon Ranger Gaming,Ascent,FunPlus Phoenix,6,6,0,,Dragon Ranger Gaming,13,7,6,,44:14,vct_2025
VCT 2025: China Stage 2,Group Stage,Week 3,FunPlus Phoenix vs Dragon Ranger Gaming,Sunset,FunPlus Phoenix,13,10,3,,Dragon Ranger Gaming,11,9,2,,50:26,vct_2025
VCT 2025: China Stage 2,Group Stage,Week 3,Nova Esports vs All Gamers,Haven,Nova Esports,13,8,5,,All Gamers,10,6,4,,1:13:29,vct_2025
VCT 2025: China Stage 2,Group Stage,Week 3,Nova Esports vs All Gamers,Corrode,Nova Esports,9,6,3,,All Gamers,13,7,6,,54:54,vct_2025
VCT 2025: China Stage 2,Group Stage,Week 3,Nova Esports vs All Gamers,Lotus,Nova Esports,6,5,1,,All Gamers,13,6,7,,42:57,vct_2025
VCT 2025: China Stage 2,Group Stage,Week 3,TYLOO vs EDward Gaming,Corrode,TYLOO,10,6,4,,EDward Gaming,13,7,6,,1:05:21,vct_2025
VCT 2025: China Stage 2,Group Stage,Week 3,TYLOO vs EDward Gaming,Ascent,TYLOO,9,5,4,,EDward Gaming,13,6,7,,48:31,vct_2025
VCT 2025: China Stage 2,Group Stage,Week 3,Titan Esports Club vs JDG Esports,Lotus,Titan Esports Club,9,5,4,,JDG Esports,13,6,7,,1:05:28,vct_2025
VCT 2025: China Stage 2,Group Stage,Week 3,Titan Esports Club vs JDG Esports,Haven,Titan Esports Club,13,8,5,,JDG Esports,9,5,4,,48:07,vct_2025
VCT 2025: China Stage 2,Group Stage,Week 3,Titan Esports Club vs JDG Esports,Sunset,Titan Esports Club,11,3,8,,JDG Esports,13,4,9,,53:38,vct_2025
VCT 2025: China Stage 2,Group Stage,Week 3,Bilibili Gaming vs Trace Esports,Haven,Bilibili Gaming,13,8,5,,Trace Esports,6,2,4,,55:35,vct_2025
VCT 2025: China Stage 2,Group Stage,Week 3,Bilibili Gaming vs Trace Esports,Icebox,Bilibili Gaming,13,6,6,1.0,Trace Esports,15,6,6,3.0,1:04:30,vct_2025
VCT 2025: China Stage 2,Group Stage,Week 3,Bilibili Gaming vs Trace Esports,Ascent,Bilibili Gaming,6,4,2,,Trace Esports,13,5,8,,41:43,vct_2025
VCT 2025: China Stage 2,Group Stage,Week 3,Wolves Esports vs Dragon Ranger Gaming,Lotus,Wolves Esports,14,7,5,2.0,Dragon Ranger Gaming,12,7,5,0.0,1:11:53,vct_2025
VCT 2025: China Stage 2,Group Stage,Week 3,Wolves Esports vs Dragon Ranger Gaming,Icebox,Wolves Esports,11,7,4,,Dragon Ranger Gaming,13,8,5,,50:37,vct_2025
VCT 2025: China Stage 2,Group Stage,Week 3,Wolves Esports vs Dragon Ranger Gaming,Ascent,Wolves Esports,13,5,8,,Dragon Ranger Gaming,10,3,7,,50:56,vct_2025
VCT 2025: China Stage 2,Group Stage,Week 3,Xi Lai Gaming vs FunPlus Phoenix,Haven,Xi Lai Gaming,13,10,3,,FunPlus Phoenix,8,6,2,,,vct_2025
VCT 2025: China Stage 2,Group Stage,Week 3,Xi Lai Gaming vs FunPlus Phoenix,Sunset,Xi Lai Gaming,14,7,5,2.0,FunPlus Phoenix,12,7,5,0.0,,vct_2025
VCT 2025: China Stage 2,Group Stage,Week 4,Nova Esports vs Xi Lai Gaming,Sunset,Nova Esports,10,5,5,,Xi Lai Gaming,13,6,7,,1:04:20,vct_2025
VCT 2025: China Stage 2,Group Stage,Week 4,Nova Esports vs Xi Lai Gaming,Haven,Nova Esports,3,2,1,,Xi Lai Gaming,13,3,10,,32:21,vct_2025
VCT 2025: China Stage 2,Group Stage,Week 4,EDward Gaming vs JDG Esports,Corrode,EDward Gaming,13,8,5,,JDG Esports,5,1,4,,48:32,vct_2025
VCT 2025: China Stage 2,Group Stage,Week 4,EDward Gaming vs JDG Esports,Lotus,EDward Gaming,10,6,4,,JDG Esports,13,7,6,,51:45,vct_2025
VCT 2025: China Stage 2,Group Stage,Week 4,EDward Gaming vs JDG Esports,Haven,EDward Gaming,13,6,7,,JDG Esports,10,4,6,,50:34,vct_2025
VCT 2025: China Stage 2,Group Stage,Week 4,All Gamers vs FunPlus Phoenix,Icebox,All Gamers,14,6,6,2.0,FunPlus Phoenix,12,6,6,0.0,1:15:52,vct_2025
VCT 2025: China Stage 2,Group Stage,Week 4,All Gamers vs FunPlus Phoenix,Bind,All Gamers,13,9,4,,FunPlus Phoenix,8,5,3,,50:43,vct_2025
VCT 2025: China Stage 2,Group Stage,Week 4,Trace Esports vs Titan Esports Club,Sunset,Trace Esports,9,5,4,,Titan Esports Club,13,6,7,,1:01:51,vct_2025
VCT 2025: China Stage 2,Group Stage,Week 4,Trace Esports vs Titan Esports Club,Haven,Trace Esports,7,3,4,,Titan Esports Club,13,4,9,,46:27,vct_2025
VCT 2025: China Stage 2,Group Stage,Week 4,Nova Esports vs Wolves Esports,Haven,Nova Esports,14,6,6,2.0,Wolves Esports,16,6,6,4.0,1:15:50,vct_2025
VCT 2025: China Stage 2,Group Stage,Week 4,Nova Esports vs Wolves Esports,Corrode,Nova Esports,13,8,5,,Wolves Esports,6,2,4,,37:07,vct_2025
VCT 2025: China Stage 2,Group Stage,Week 4,Nova Esports vs Wolves Esports,Bind,Nova Esports,13,5,8,,Wolves Esports,10,3,7,,51:12,vct_2025
VCT 2025: China Stage 2,Group Stage,Week 4,Dragon Ranger Gaming vs Xi Lai Gaming,Ascent,Dragon Ranger Gaming,13,10,3,,Xi Lai Gaming,6,4,2,,54:45,vct_2025
VCT 2025: China Stage 2,Group Stage,Week 4,Dragon Ranger Gaming vs Xi Lai Gaming,Haven,Dragon Ranger Gaming,4,2,2,,Xi Lai Gaming,13,3,10,,39:19,vct_2025
VCT 2025: China Stage 2,Group Stage,Week 4,Dragon Ranger Gaming vs Xi Lai Gaming,Lotus,Dragon Ranger Gaming,13,11,2,,Xi Lai Gaming,6,5,1,,38:09,vct_2025
VCT 2025: China Stage 2,Group Stage,Week 4,TYLOO vs JDG Esports,Haven,TYLOO,7,5,2,,JDG Esports,13,6,7,,1:00:37,vct_2025
VCT 2025: China Stage 2,Group Stage,Week 4,TYLOO vs JDG Esports,Ascent,TYLOO,13,9,4,,JDG Esports,5,2,3,,42:04,vct_2025
VCT 2025: China Stage 2,Group Stage,Week 4,TYLOO vs JDG Esports,Corrode,TYLOO,13,7,6,,JDG Esports,6,1,5,,43:09,vct_2025
VCT 2025: China Stage 2,Group Stage,Week 4,Bilibili Gaming vs EDward Gaming,Lotus,Bilibili Gaming,13,9,4,,EDward Gaming,6,3,3,,56:47,vct_2025
VCT 2025: China Stage 2,Group Stage,Week 4,Bilibili Gaming vs EDward Gaming,Sunset,Bilibili Gaming,15,4,8,3.0,EDward Gaming,13,4,8,1.0,1:06:37,vct_2025
VCT 2025: China Stage 2,Playoffs,Upper Quarterfinals,All Gamers vs TYLOO,Lotus,All Gamers,3,2,1,,TYLOO,13,3,10,,53:59,vct_2025
VCT 2025: China Stage 2,Playoffs,Upper Quarterfinals,All Gamers vs TYLOO,Icebox,All Gamers,11,6,5,,TYLOO,13,7,6,,55:59,vct_2025
